0.07613443	-0.028710108	-0.052210357	0.05624666	-0.016769951	0.071969554	-0.041506354	0.077411704	0.048530307	0.014866061	0.111486346	0.0078426115	-0.08064991	-0.005171617	-0.039898198	-0.057732403
0.056562036	-0.01997427	-0.05648323	0.03987028	-0.04612703	0.0966704	-0.051420763	0.07883167	0.059310034	-0.01883862	0.086567104	0.04515129	-0.05796409	0.008585902	-0.08493257	-0.045326404
0.08728043	-0.044717733	-0.04845799	0.011384759	0.034833595	0.044095967	-0.0665374	0.10278183	0.027360726	0.014616894	0.08976455	0.09801914	-0.0032101646	-0.016119951	-0.12983878	-0.016164932
0.03926541	-0.011236307	-0.009389308	0.06171746	-0.104315124	0.101759106	-0.0519458	0.12102925	0.007670767	0.051965535	0.13306747	-0.00576188	-0.0030188917	-0.062360793	-0.13065094	0.0095246015
0.11083504	0.011138711	-0.077230245	0.022740038	-0.04061457	0.11313932	-0.02885487	0.08940157	-0.04690204	-0.016121913	0.08053976	-0.04573107	-0.06494212	0.01253325	-0.10814415	-0.034743827
0.07044794	0.002619367	-0.054164156	0.045535762	-0.057522938	0.11916013	-0.04431005	0.06879785	0.093793474	0.08787628	0.010101711	0.030867446	-0.009576711	-0.011701075	-0.06813058	-0.029199623
0.0839807	-0.070593454	-0.074373364	0.08729436	-0.023631543	0.107615754	-0.063153766	0.11315172	0.05538615	-0.10735067	0.031979892	0.04328869	-0.022251315	0.009215054	-0.05761556	-0.057275582
0.05808716	-0.07394214	-0.033763424	0.076922305	-0.053607702	0.11998153	-0.056291167	0.05304033	-0.02390877	0.0335549	-0.011349899	0.03906079	-0.01664122	0.009050199	-0.08415605	0.014427534
0.082240276	-0.027548289	-0.06748244	0.009543719	-0.07529218	0.0780626	-0.06812986	0.06922814	0.024105703	-0.011076058	0.039529495	0.071603544	-0.028420724	0.038619276	-0.010226278	0.004626093
0.05999026	0.046467707	-0.036079977	0.012955188	-0.044140127	0.007608029	-0.042045817	0.11132761	0.0074166553	-0.06526061	0.031103658	0.022037959	-0.09388356	-0.05065566	-0.10500013	0.020812511
0.045862824	-0.022512237	-0.053051632	-0.015258078	-0.02302614	0.07604453	-0.046878632	0.06634219	0.056066465	-0.033879727	0.058683913	0.0024135076	-0.09231085	0.04997554	-0.11037075	0.014326213
0.15801726	0.0059958166	-0.016695788	0.017024286	-0.046785347	0.14890645	-0.12862676	0.098802246	0.11966235	-0.00832539	0.038512714	0.028929576	-0.07876354	-0.03210207	-0.02280425	-0.012636727
0.05716099	-0.061968546	-0.07069283	-0.036037594	-0.07457503	-0.006289651	-0.023516923	0.06866656	-0.02755401	0.053079203	0.11766697	0.017876662	0.02264539	-0.010293426	-0.044072486	-0.02478889
